item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,answer_type_proxy,benchmark_difficulty,benchmark_subfield,question_number_count,solution_number_count,question_equation_count,solution_equation_count,body_entity_term_count,latex_symbol_count
PHYBench_333,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,477,170,1333,164.0,1024.0,9.79,0,formula,,,3,54,0,13,1,108
PHYBench_50,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,820,182,3555,227.0,487.0,4.76,0,formula,,,5,64,0,20,10,158
PHYBench_221,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,853,403,1530,252.0,1024.0,9.21,0,formula,,,7,72,1,17,8,115
PHYBench_120,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,445,54,875,143.0,1024.0,8.99,0,formula,,,2,15,0,6,1,44
PHYBench_121,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,620,177,2348,171.0,1024.0,10.17,0,formula,,,2,120,0,16,0,170
PHYBench_648,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,933,109,2373,245.0,1024.0,10.72,0,formula,,,3,43,0,20,7,78
PHYBench_72,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,1076,25,1823,292.0,1024.0,9.11,0,formula,,,8,121,3,20,2,132
PHYBench_603,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1547,59,605,353.0,329.0,2.94,1,formula,,,4,14,2,7,9,37
PHYBench_670,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1504,60,1434,383.0,763.0,5.86,1,formula,,,7,37,3,16,15,109
PHYBench_140,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,372,24,834,121.0,1024.0,12.62,1,formula,,,0,21,0,8,4,27
PHYBench_653,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,1030,41,2291,262.0,692.0,8.39,0,formula,,,1,86,0,20,1,189
PHYBench_719,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,919,42,2013,272.0,1024.0,7.07,1,formula,,,5,17,1,11,8,61
PHYBench_211,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,691,39,3330,236.0,957.0,8.63,0,formula,,,5,93,4,20,0,231
PHYBench_139,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,506,69,1236,161.0,269.0,3.2,0,formula,,,3,42,1,11,0,88
PHYBench_106,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,685,35,641,189.0,904.0,9.03,0,formula,,,1,26,0,3,8,38
PHYBench_58,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1656,37,3243,535.0,1024.0,8.31,0,formula,,,43,160,6,20,0,173
PHYBench_412,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1549,302,1064,390.0,1024.0,9.12,0,formula,,,6,86,1,6,1,105
PHYBench_43,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,703,439,2096,211.0,1024.0,10.34,0,formula,,,11,105,1,11,0,179
PHYBench_117,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,919,49,1872,264.0,644.0,7.22,0,formula,,,2,33,3,12,3,87
PHYBench_42,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,2,428,60,1527,138.0,859.0,7.11,0,formula,,,2,65,3,16,0,100
PHYBench_45,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,2,1132,107,1701,375.0,1024.0,8.46,0,formula,,,7,35,6,16,8,165
PHYBench_37,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,1203,29,2151,332.0,1024.0,11.17,0,formula,,,9,47,3,19,1,184
PHYBench_654,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1329,114,1869,336.0,1024.0,10.76,0,formula,,,3,82,0,20,9,91
PHYBench_244,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,0,445,26,413,149.0,1024.0,8.02,0,formula,,,4,15,2,5,2,26
PHYBench_25,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,4,449,21,777,148.0,1024.0,10.13,0,formula,,,5,29,1,9,4,68
PHYBench_100,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,966,37,4601,241.0,1024.0,10.42,0,formula,,,0,207,0,26,2,276
PHYBench_89,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,2220,386,5621,538.0,471.0,7.29,0,formula,,,14,280,4,28,14,442
OlympiadBench_802,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,651,8,476,196.0,290.0,2.81,1,formula,Competition,Mechanics,6,3,0,5,0,21
OlympiadBench_803,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,733,18,508,257.0,637.0,4.74,0,formula,Competition,Modern Physics,14,14,1,7,2,46
OlympiadBench_806,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,637,20,1315,191.0,276.0,2.89,0,formula,Competition,Mechanics,6,29,0,19,1,67
OlympiadBench_807,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,724,4,561,224.0,494.0,4.12,0,numeric,Competition,Mechanics,10,15,0,10,0,32
OlympiadBench_808,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,849,7,346,246.0,506.0,5.0,1,formula,Competition,Mechanics,10,14,5,4,0,36
OlympiadBench_810,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1168,4,606,354.0,414.0,3.84,1,numeric,Competition,Electromagnetism,11,15,8,4,2,48
OlympiadBench_811,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,823,6,390,240.0,471.0,4.87,1,numeric,Competition,Thermodynamics,7,7,4,4,0,38
OlympiadBench_812,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,812,2,1093,207.0,976.0,8.47,1,numeric,Competition,Electromagnetism,5,27,0,4,13,33
OlympiadBench_813,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,604,5,618,205.0,1024.0,8.81,0,numeric,Competition,Electromagnetism,5,26,5,7,7,40
OlympiadBench_814,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,483,5,558,148.0,151.0,3.24,1,formula,Competition,Optics,2,2,0,0,1,1
OlympiadBench_816,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,535,4,321,165.0,126.0,2.07,0,numeric,Competition,Optics,2,4,0,3,1,5
OlympiadBench_817,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,604,3,829,194.0,750.0,6.21,1,numeric,Competition,Modern Physics,9,47,3,10,1,57
OlympiadBench_819,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,1323,5,423,463.0,203.0,1.92,1,numeric,Competition,Modern Physics,29,9,2,6,2,55
OlympiadBench_821,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,254,6,597,103.0,465.0,4.43,1,formula,Competition,Modern Physics,1,35,1,9,4,44
OlympiadBench_823,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,993,1,500,304.0,1024.0,9.02,0,numeric,Competition,Mechanics,7,8,1,1,0,25
OlympiadBench_826,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,1531,7,1350,383.0,926.0,7.77,0,numeric,Competition,Thermodynamics,13,32,0,7,6,43
OlympiadBench_828,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,1335,4,1885,367.0,498.0,5.56,0,numeric,Competition,Thermodynamics,7,32,3,17,5,96
OlympiadBench_835,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,524,6,1779,173.0,1024.0,8.97,0,numeric,Competition,Mechanics,7,51,0,13,5,82
OlympiadBench_836,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,422,5,2469,145.0,1024.0,9.67,0,numeric,Competition,Electromagnetism,3,162,0,9,4,107
OlympiadBench_837,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,874,7,1071,258.0,692.0,7.71,0,numeric,Competition,Mechanics,10,30,3,10,0,93
OlympiadBench_840,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,526,8,3107,158.0,782.0,10.63,1,formula,Competition,Electromagnetism,3,69,2,20,2,125
OlympiadBench_842,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,729,5,3147,235.0,453.0,4.13,0,numeric,Competition,Mechanics,9,38,8,20,4,179
OlympiadBench_844,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,212,1,571,88.0,394.0,4.82,0,numeric,Competition,Electromagnetism,3,24,0,2,0,18
OlympiadBench_847,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,637,20,621,199.0,1024.0,7.64,0,formula,Competition,Electromagnetism,6,26,4,3,0,37
OlympiadBench_849,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1147,7,1261,326.0,1024.0,9.76,0,formula,Competition,Thermodynamics,14,12,2,10,1,38
OlympiadBench_851,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,480,4,2511,169.0,434.0,4.59,1,numeric,Competition,Modern Physics,1,15,1,3,2,91
OlympiadBench_853,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,684,6,579,209.0,328.0,3.86,0,formula,Competition,Mechanics,4,24,2,5,2,32
OlympiadBench_856,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,367,5,1875,155.0,1024.0,11.13,0,numeric,Competition,Electromagnetism,5,36,4,7,1,81
OlympiadBench_860,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,410,6,1324,147.0,1024.0,8.56,0,formula,Competition,Mechanics,2,46,2,17,1,116
OlympiadBench_861,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,418,21,1290,150.0,451.0,5.83,0,formula,Competition,Mechanics,1,45,0,15,0,68
OlympiadBench_863,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,437,4,1050,148.0,453.0,4.09,0,numeric,Competition,Modern Physics,3,38,1,6,6,48
OlympiadBench_865,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,602,6,1736,224.0,834.0,7.59,0,formula,Competition,Mechanics,15,37,2,9,2,123
OlympiadBench_866,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,528,20,1964,190.0,769.0,6.79,0,formula,Competition,Mechanics,11,25,4,8,2,57
OlympiadBench_868,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,638,7,2516,185.0,441.0,5.07,0,formula,Competition,Mechanics,3,20,0,8,0,60
OlympiadBench_869,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,667,23,1422,222.0,608.0,5.45,1,formula,Competition,Mechanics,10,10,5,3,4,27
OlympiadBench_870,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1423,2,2028,375.0,943.0,10.2,0,numeric,Competition,Mechanics,9,71,0,6,0,85
OlympiadBench_871,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,566,21,2912,213.0,1024.0,9.5,0,formula,Competition,Mechanics,13,108,1,20,0,225
OlympiadBench_872,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,671,5,1901,248.0,356.0,3.61,1,numeric,Competition,Thermodynamics,9,12,0,0,0,65
OlympiadBench_873,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,363,1,242,137.0,159.0,1.91,1,numeric,Competition,Mechanics,3,4,3,2,0,21
OlympiadBench_876,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,824,2,328,259.0,382.0,4.06,0,numeric,Competition,Mechanics,10,8,2,7,5,26
OlympiadBench_877,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,676,4,595,215.0,256.0,2.86,0,numeric,Competition,Mechanics,8,11,0,6,1,28
OlympiadBench_878,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,319,28,1471,105.0,271.0,3.25,0,formula,Competition,Optics,1,39,1,12,0,101
OlympiadBench_881,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,2525,2,631,744.0,825.0,6.18,0,numeric,Competition,Thermodynamics,28,16,7,6,2,104
OlympiadBench_883,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,977,7,442,277.0,1024.0,9.09,0,formula,Competition,Electromagnetism,11,16,5,5,9,30
OlympiadBench_884,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,397,21,660,145.0,349.0,3.93,1,formula,Competition,Thermodynamics,3,4,3,1,1,16
OlympiadBench_885,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,1097,7,924,329.0,685.0,6.98,0,formula,Competition,Mechanics,19,15,1,8,5,53
OlympiadBench_888,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1135,6,1842,296.0,547.0,6.13,0,formula,Competition,Mechanics,12,73,1,20,0,111
OlympiadBench_890,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,358,3,2637,143.0,470.0,6.27,0,numeric,Competition,Optics,4,43,2,8,0,44
OlympiadBench_891,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,451,39,931,162.0,636.0,6.26,0,formula,Competition,Mechanics,6,36,5,11,2,84
OlympiadBench_893,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,697,7,1170,224.0,845.0,10.72,0,formula,Competition,Mechanics,9,24,7,12,4,78
OlympiadBench_894,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,527,8,2710,174.0,1024.0,8.79,0,formula,Competition,Electromagnetism,6,46,4,11,2,111
OlympiadBench_897,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,614,7,2413,199.0,644.0,6.64,0,formula,Competition,Electromagnetism,8,64,4,17,1,144
OlympiadBench_898,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,948,8,2921,291.0,672.0,5.82,1,formula,Competition,Modern Physics,12,60,4,17,5,129
OlympiadBench_899,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,1197,3,1124,423.0,1024.0,10.47,0,numeric,Competition,Modern Physics,12,20,7,7,6,79
OlympiadBench_900,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,617,6,3696,194.0,1024.0,10.82,0,formula,Competition,Optics,6,86,0,20,0,128
OlympiadBench_901,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,338,22,1827,134.0,310.0,4.16,0,formula,Competition,Electromagnetism,8,44,2,11,0,50
OlympiadBench_902,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,650,13,1560,207.0,1024.0,8.65,0,formula,Competition,Thermodynamics,4,7,4,14,3,138
OlympiadBench_903,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1250,1,400,315.0,550.0,5.29,1,numeric,Competition,Mechanics,5,17,3,6,0,23
OlympiadBench_905,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,422,6,747,149.0,382.0,3.59,1,formula,Competition,Mechanics,4,14,2,11,0,45
OlympiadBench_907,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,918,6,1173,275.0,1024.0,8.42,0,numeric,Competition,Modern Physics,12,39,7,9,0,93
OlympiadBench_908,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,523,21,4324,184.0,279.0,3.19,0,formula,Competition,Thermodynamics,8,98,4,20,1,205
OlympiadBench_909,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,655,2,2560,238.0,1024.0,8.3,0,numeric,Competition,Mechanics,19,128,1,20,0,172
OlympiadBench_910,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,3,900,21,1056,262.0,1024.0,9.37,0,formula,Competition,Mechanics,9,29,0,12,3,50
OlympiadBench_911,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,855,3,938,226.0,1024.0,11.32,0,numeric,Competition,Modern Physics,4,15,0,8,0,53
OlympiadBench_912,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,293,6,2006,115.0,1024.0,9.49,0,numeric,Competition,Mechanics,3,37,0,16,1,65
OlympiadBench_915,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,473,6,1164,179.0,337.0,5.4,0,formula,Competition,Electromagnetism,17,76,0,9,1,75
OlympiadBench_917,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,659,7,1226,198.0,1024.0,10.72,0,formula,Competition,Mechanics,4,35,0,12,2,82
OlympiadBench_918,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,484,25,5454,177.0,1024.0,11.32,0,formula,Competition,Electromagnetism,10,74,4,20,0,224
OlympiadBench_919,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,570,7,1106,185.0,1024.0,7.72,0,formula,Competition,Modern Physics,6,33,3,11,7,46
OlympiadBench_922,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1338,6,685,348.0,1024.0,12.94,0,formula,Competition,Thermodynamics,8,22,0,6,8,39
OlympiadBench_923,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1039,90,1353,261.0,939.0,8.19,0,formula,Competition,Electromagnetism,8,35,3,15,7,94
OlympiadBench_926,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,515,3,909,186.0,990.0,8.94,0,numeric,Competition,Electromagnetism,8,30,2,8,2,52
OlympiadBench_928,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,898,8,1700,251.0,485.0,4.39,0,formula,Competition,Electromagnetism,9,14,1,9,6,36
OlympiadBench_929,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,595,22,2459,182.0,579.0,5.69,0,formula,Competition,Electromagnetism,6,78,0,10,3,98
OlympiadBench_936,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,101,2,606,67.0,152.0,1.76,0,numeric,Competition,Optics,0,14,0,3,0,15
OlympiadBench_939,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,181,18,332,90.0,227.0,2.05,0,formula,Competition,Mechanics,1,11,1,5,0,27
OlympiadBench_940,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,378,61,367,138.0,311.0,3.64,0,formula,Competition,Mechanics,0,3,2,5,1,35
OlympiadBench_941,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,475,19,317,177.0,190.0,1.94,1,formula,Competition,Mechanics,3,7,2,4,1,39
OlympiadBench_942,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,329,32,213,131.0,275.0,2.53,1,formula,Competition,Mechanics,5,6,1,2,0,21
OlympiadBench_944,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,818,103,695,249.0,304.0,2.67,1,formula,Competition,Modern Physics,15,32,2,5,1,80
OlympiadBench_947,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,612,44,1410,175.0,139.0,1.83,1,formula,Competition,Electromagnetism,0,37,0,13,9,82
OlympiadBench_949,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,67,93,136,58.0,241.0,3.22,0,formula,Competition,Electromagnetism,0,6,0,1,2,10
OlympiadBench_954,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,47,15,793,56.0,130.0,1.54,0,formula,Competition,Mechanics,0,27,0,13,0,49
OlympiadBench_955,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,81,9,1419,61.0,667.0,4.79,0,formula,Competition,Mechanics,0,32,0,14,0,81
OlympiadBench_956,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,281,76,937,116.0,349.0,4.37,0,formula,Competition,Mechanics,0,34,1,12,1,72
OlympiadBench_957,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,81,79,1024,70.0,386.0,5.06,0,formula,Competition,Mechanics,1,26,0,7,0,74
OlympiadBench_972,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,65,89,504,56.0,303.0,3.59,0,formula,Competition,Electromagnetism,0,10,0,6,1,22
OlympiadBench_973,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,928,106,538,326.0,920.0,8.73,1,formula,Competition,Electromagnetism,10,44,8,10,7,80
OlympiadBench_974,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,70,157,969,57.0,397.0,3.7,0,formula,Competition,Electromagnetism,0,31,0,17,1,74
OlympiadBench_982,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,541,45,452,181.0,211.0,2.5,1,formula,Competition,Electromagnetism,4,21,1,7,0,63
OlympiadBench_984,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,77,228,942,63.0,148.0,2.26,0,formula,Competition,Mechanics,0,28,0,9,0,88
OlympiadBench_985,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,53,34,112,65.0,194.0,2.32,0,formula,Competition,Mechanics,2,7,0,2,0,14
OlympiadBench_986,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,191,109,144,108.0,180.0,1.82,0,formula,Competition,Mechanics,6,7,0,2,0,14
OlympiadBench_987,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,282,173,438,120.0,652.0,6.46,1,formula,Competition,Mechanics,6,24,0,2,1,55
OlympiadBench_988,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,191,120,434,124.0,365.0,3.33,0,formula,Competition,Mechanics,12,19,1,4,0,56
OlympiadBench_989,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,77,12,623,64.0,242.0,3.4,0,formula,Competition,Mechanics,0,13,0,7,0,61
OlympiadBench_1006,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,130,20,2192,81.0,355.0,3.88,0,formula,Competition,Mechanics,4,66,0,20,0,185
OlympiadBench_1012,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,99,32,734,86.0,242.0,3.29,0,formula,Competition,Thermodynamics,2,13,0,9,0,56
OlympiadBench_1013,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,188,6,284,124.0,291.0,2.69,0,numeric,Competition,Thermodynamics,10,13,3,5,0,28
OlympiadBench_1014,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,295,5,1027,144.0,677.0,8.8,0,numeric,Competition,Thermodynamics,9,43,5,7,0,88
OlympiadBench_1015,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,451,126,898,156.0,675.0,7.82,0,formula,Competition,Thermodynamics,4,46,1,3,0,73
OlympiadBench_1016,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,109,6,62,85.0,420.0,4.61,0,formula,Competition,Thermodynamics,6,1,1,0,0,7
OlympiadBench_1017,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,217,130,2201,103.0,1024.0,9.79,0,formula,Competition,Thermodynamics,4,75,0,20,1,123
OlympiadBench_1018,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,271,58,574,135.0,1024.0,9.62,0,formula,Competition,Thermodynamics,10,44,1,2,1,67
OlympiadBench_1050,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,161,35,376,85.0,115.0,1.37,1,formula,Competition,Modern Physics,1,6,0,5,1,11
OlympiadBench_1051,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,81,37,456,74.0,248.0,3.3,0,formula,Competition,Modern Physics,4,15,1,7,0,24
OlympiadBench_1052,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,341,38,268,114.0,148.0,1.77,0,formula,Competition,Modern Physics,4,8,0,4,4,18
OlympiadBench_1053,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,283,95,313,113.0,165.0,2.52,0,formula,Competition,Modern Physics,2,6,0,3,2,14
OlympiadBench_1054,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,227,70,219,94.0,270.0,2.88,0,formula,Competition,Modern Physics,1,7,0,4,4,14
OlympiadBench_1060,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,142,21,215,79.0,438.0,3.72,0,formula,Competition,Modern Physics,1,10,0,3,0,20
OlympiadBench_1061,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,246,120,750,113.0,627.0,5.33,0,formula,Competition,Modern Physics,1,30,0,8,0,74
OlympiadBench_1062,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,250,134,204,113.0,497.0,5.75,0,formula,Competition,Modern Physics,1,5,0,2,1,25
OlympiadBench_1063,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,312,194,906,144.0,512.0,3.87,0,formula,Competition,Modern Physics,1,21,2,4,0,85
OlympiadBench_1064,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,83,101,153,67.0,264.0,3.4,0,formula,Competition,Modern Physics,1,4,0,2,0,14
OlympiadBench_1065,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,285,17,747,130.0,200.0,3.21,0,formula,Competition,Modern Physics,3,20,2,7,0,64
OlympiadBench_1066,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,231,31,735,116.0,323.0,3.98,0,formula,Competition,Modern Physics,6,34,0,11,0,47
OlympiadBench_1067,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,164,5,254,91.0,141.0,2.49,0,numeric,Competition,Modern Physics,2,14,1,4,0,22
OlympiadBench_1068,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,194,55,498,93.0,421.0,3.82,1,formula,Competition,Modern Physics,1,24,0,7,0,49
OlympiadBench_1069,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,228,20,187,93.0,448.0,4.37,0,formula,Competition,Modern Physics,1,6,0,3,0,17
OlympiadBench_1070,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,306,20,403,126.0,401.0,3.88,1,formula,Competition,Modern Physics,6,24,1,3,0,38
OlympiadBench_1071,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,119,38,286,84.0,444.0,4.89,0,formula,Competition,Modern Physics,3,17,0,6,0,31
OlympiadBench_1072,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,440,89,697,152.0,337.0,3.64,1,formula,Competition,Modern Physics,1,16,0,6,4,42
OlympiadBench_1073,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,272,74,995,128.0,655.0,5.42,0,formula,Competition,Modern Physics,4,28,1,7,0,52
OlympiadBench_1097,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,4,595,26,2597,170.0,1024.0,10.91,0,formula,Competition,Mechanics,0,44,0,17,2,57
OlympiadBench_1098,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,399,7,1466,127.0,1024.0,9.24,0,formula,Competition,Thermodynamics,2,27,1,12,3,40
OlympiadBench_1099,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,550,6,1704,152.0,766.0,8.59,0,formula,Competition,Thermodynamics,2,32,1,11,2,68
OlympiadBench_1101,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,77,15,291,64.0,207.0,2.8,0,formula,Competition,Thermodynamics,1,2,0,2,1,3
PhysReason_cal_problem_00069,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,2,750,8,1416,231.0,825.0,7.49,0,numeric,medium,,11,43,6,11,1,50
PhysReason_cal_problem_00224,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,879,32,1231,247.0,536.0,4.57,0,formula,easy,,14,49,0,6,6,57
PhysReason_cal_problem_00252,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,611,34,784,196.0,235.0,2.52,0,numeric,knowledge,,6,26,4,10,2,40
